,pl_bmasse,hostname,st_teff,sy_snum,st_metratio,st_spectype,st_mass,st_logg,sy_pnum
4,22.7,GJ 143,4640.0,1,[Fe/H],K4.5,0.73,4.61,2
6,1.84,GJ 357,3505.0,1,[Fe/H],M2.5 V,0.34,4.94,3
7,0.546,GJ 367,3522.0,1,[Fe/H],M1.0 V,0.45,4.78,1
8,1.21,GJ 3929,3369.0,1,[Fe/H],M3.5 V,0.31,4.84,1
14,4.55,HD 110113,5732.0,1,[Fe/H],G,1.0,4.46,2
16,11.56,HD 152843,6310.0,1,[Fe/H],G0,1.15,4.19,2
17,27.5,HD 152843,6310.0,1,[Fe/H],G0,1.15,4.19,2
18,7.51,HD 15337,5125.0,1,[Fe/H],K1 V,0.9,4.53,2
19,8.11,HD 15337,5125.0,1,[Fe/H],K1 V,0.9,4.53,2
21,10.4,HD 191939,5348.0,1,[Fe/H],G9 V,0.81,4.3,5
22,7.2,HD 191939,5348.0,1,[Fe/H],G9 V,0.81,4.3,5
23,5.8,HD 191939,5348.0,1,[Fe/H],G9 V,0.81,4.3,5
25,14.4,HD 207897,5070.0,1,[Fe/H],K0 V,0.8,4.56,1
26,8.83,HD 213885,5978.0,1,[Fe/H],G,1.07,4.38,2
27,3.7,GJ 143,4640.0,1,[Fe/H],K4.5,0.73,4.61,2
33,77.55052,HD 332231,6089.0,1,[Fe/H],F8,1.13,4.28,1
34,7.8,HD 5278,6203.0,1,[Fe/H],F V,1.13,4.5,2
38,10.2,HD 73583,4511.0,1,[Fe/H],K4 V,0.73,4.62,2
39,9.7,HD 73583,4511.0,1,[Fe/H],K4 V,0.73,4.62,2
40,7.25,HD 86226,5863.0,1,[Fe/H],G1 V,1.02,4.4,2
44,20.0,HIP 97166,5198.0,1,[Fe/H],K0 V,0.9,4.41,2
48,4.6,L 168-9,3800.0,1,[Fe/H],M1 V,0.62,4.04,1
49,0.4,L 98-59,3415.0,1,[Fe/H],M3 V,0.27,4.86,4
50,2.22,L 98-59,3415.0,1,[Fe/H],M3 V,0.27,4.86,4
51,1.94,L 98-59,3415.0,1,[Fe/H],M3 V,0.27,4.86,4
52,2.33,LHS 1478,3381.0,1,[Fe/H],m3 V,0.24,4.87,1
55,8.7,LHS 1815,3643.0,1,[Fe/H],M1,0.5,4.77,1
57,30.8,LP 714-47,3950.0,1,[Fe/H],M0.0 V,0.59,4.64,1
64,29.32,LTT 9779,5443.0,1,[Fe/H],G7 V,0.77,4.35,1
65,109.33352,NGTS-11,5050.0,1,[Fe/H],K,0.86,4.5,1
67,617.22586,TIC 237913194,5788.0,1,[Fe/H],G3,1.03,4.38,1
69,10.15,TOI-1062,5328.0,1,[Fe/H],G9 V,0.94,4.55,2
70,9.78,TOI-1062,5328.0,1,[Fe/H],G9 V,0.94,4.55,2
75,309.56642,TOI-1130,4250.0,1,[Fe/H],K7,0.68,4.6,2
79,15.4,TOI-1231,3553.0,1,[Fe/H],M3 V,0.48,4.77,1
80,5.9,TOI-1235,3997.0,1,[Fe/H],M0.5 V,0.63,4.64,1
81,8.1,TOI-1246,5151.0,1,[Fe/H],K V,0.87,4.4,4
82,8.8,TOI-1246,5151.0,1,[Fe/H],K V,0.87,4.4,4
83,5.3,TOI-1246,5151.0,1,[Fe/H],K V,0.87,4.4,4
84,14.8,TOI-1246,5151.0,1,[Fe/H],K V,0.87,4.4,4
85,9.5,TOI-125,5320.0,1,[Fe/H],K0 V,0.86,4.52,3
86,6.63,TOI-125,5320.0,1,[Fe/H],K0 V,0.86,4.52,3
87,13.6,TOI-125,5320.0,1,[Fe/H],K0 V,0.86,4.52,3
89,8.6,TOI-1260,4227.0,1,[Fe/H],K6 V,0.66,4.57,2
90,11.8,TOI-1260,4227.0,1,[Fe/H],K6 V,0.66,4.57,2
91,13.5,TOI-1266,3600.0,1,[Fe/H],M3,0.45,4.85,2
92,2.2,TOI-1266,3600.0,1,[Fe/H],M3,0.45,4.85,2
93,96.4,TOI-1268,5300.0,1,[Fe/H],K1-K2,0.96,4.55,1
94,5879.82553,TOI-1278,3799.0,1,[Fe/H],M0 V,0.54,4.68,1
97,22.4,TOI-132,5397.0,1,[Fe/H],G8 V,0.97,4.48,1
101,991.62463,TOI-1431,7690.0,1,[Fe/H],Am C,1.9,4.15,1
105,797.7533,TOI-150,6255.0,1,[Fe/H],F,1.35,4.13,1
106,375.0394,TOI-157,5404.0,1,[Fe/H],G9 IV,0.95,4.28,1
108,387.7526,TOI-163,6495.0,1,[Fe/H],F,1.44,4.19,1
110,41.31769,TOI-1670,6170.0,1,[Fe/H],F7 V,1.21,4.29,2
111,200.2319,TOI-1670,6170.0,1,[Fe/H],F7 V,1.21,4.29,2
112,3.78,TOI-1685,3434.0,1,[Fe/H],M3.0 V,0.49,4.85,1
113,251.40353,TOI-169,5880.0,1,[Fe/H],G1 V,1.15,4.28,1
116,28.3,TOI-1710,5665.0,1,[Fe/H],G5 V,0.98,4.46,1
118,26.78,TOI-1728,3980.0,1,[Fe/H],M0,0.65,4.66,1
119,57.0,TOI-1749,3985.0,1,[Fe/H],M0 V,0.58,4.7,3
120,14.0,TOI-1749,3985.0,1,[Fe/H],M0 V,0.58,4.7,3
121,15.0,TOI-1749,3985.0,1,[Fe/H],M0 V,0.58,4.7,3
122,10.8,TOI-1759,4065.0,1,[Fe/H],M0.0 V,0.61,4.65,1
123,1.5,TOI-178,4316.0,1,[Fe/H],K,0.65,4.45,6
124,4.77,TOI-178,4316.0,1,[Fe/H],K,0.65,4.45,6
125,3.01,TOI-178,4316.0,1,[Fe/H],K,0.65,4.45,6
126,3.86,TOI-178,4316.0,1,[Fe/H],K,0.65,4.45,6
127,3.94,TOI-178,4316.0,1,[Fe/H],K,0.65,4.45,6
128,222.47988,TOI-1789,5991.0,1,[Fe/H],F,1.51,3.94,1
132,209.7678,TOI-1899,3841.0,1,[Fe/H],M0,0.63,4.67,1
133,133.4886,TOI-201,6394.0,1,[Fe/H],F6 V,1.32,4.32,1
138,1595.4986,TOI-2109,6540.0,1,[Fe/H],F,1.45,4.14,1
142,875.61726,TOI-2180,5695.0,1,[Fe/H],G5,1.11,4.06,1
144,13.8,TOI-220,5298.0,1,[Fe/H],K0 V,0.82,4.37,1
145,310.83618,TOI-2202,5144.0,1,[Fe/H],K8 V,0.82,4.55,2
158,8.8,TOI-269,3514.0,1,[Fe/H],M2 V,0.39,4.83,1
159,1.58,TOI-270,3506.0,1,[Fe/H],M,0.39,4.87,3
160,6.15,TOI-270,3506.0,1,[Fe/H],M,0.39,4.87,3
161,4.78,TOI-270,3506.0,1,[Fe/H],M,0.39,4.87,3
172,486.2799,TOI-481,5735.0,1,[Fe/H],G,1.14,4.06,1
173,1.42,TOI-500,4440.0,1,[Fe/H],K6 V,0.74,4.62,4
175,127.13136,TOI-530,3659.0,1,[Fe/H],M0.5 V,0.53,4.7,1
179,1147.36055,TOI-558,6466.0,1,[Fe/H],F V,1.35,4.22,1
180,1910.14873,TOI-559,5925.0,1,[Fe/H],G V,1.03,4.27,1
181,1.59,TOI-561,5455.0,1,[Fe/H],G9 V,0.79,4.47,5
182,5.4,TOI-561,5455.0,1,[Fe/H],G9 V,0.79,4.47,5
190,23.6,TOI-674,3514.0,1,[Fe/H],M2 V,0.42,4.81,1
191,392.83788,TOI-677,6295.0,1,[Fe/H],F8,1.18,4.29,1
195,9.79,TOI-763,5450.0,1,[Fe/H],G,0.92,4.45,2
196,9.32,TOI-763,5450.0,1,[Fe/H],G,0.92,4.45,2
197,4.0,TOI-776,3709.0,1,[Fe/H],M1 V,0.54,4.73,2
198,5.3,TOI-776,3709.0,1,[Fe/H],M1 V,0.54,4.73,2
200,18.467,TOI-824,4600.0,1,[Fe/H],K4 V,0.71,4.61,1
202,381.396,TOI-837,6047.0,1,[Fe/H[,G0/F9 V,1.12,4.47,1
203,39.09,TOI-849,5373.8,1,[Fe/H],G,0.93,4.48,1
204,301.9385,TOI-892,6261.0,1,[Fe/H],F,1.28,4.26,1
212,4.82,HD 39091,6037.0,1,[Fe/H],G0 V,1.09,4.42,3
217,3337.07,11 UMi,4340.0,1,[Fe/H],K4 III,1.8,1.6,1
219,1525.5,14 And,4813.0,1,[Fe/H],K0 III,2.2,2.63,1
233,1373.01872,17 Sco,4157.0,1,[Fe/H],K3 III,1.22,1.7,1
240,289.2253,24 Boo,4893.0,1,[Fe/H],G3 IV,0.99,2.42,1
243,1271.31363,2MASS J04372171+2651014,3100.0,1,[Fe/H],M V,0.17,4.5,1
258,2256.5,4 UMa,4415.0,1,[Fe/H],K1 III,1.23,1.8,1
331,762.8,6 Lyn,4978.0,1,[Fe/H],K0 IV,1.7,3.16,1
333,5.1,61 Vir,5577.0,1,[Fe/H],G5 V,0.94,4.34,3
334,18.2,61 Vir,5577.0,1,[Fe/H],G5 V,0.94,4.34,3
336,22.9,61 Vir,5577.0,1,[Fe/H],G5 V,0.94,4.34,3
339,826.3,7 CMa,4792.0,1,[Fe/H],K1 III,1.52,3.25,2
348,476.745,8 UMi,4847.4,1,[Fe/H],K0,1.8,2.57,1
351,1684.4,81 Cet,4785.0,1,[Fe/H],G5 III,2.4,2.35,1
366,467.19,BD+14 4559,5008.0,1,[Fe/H],K2 V,0.86,4.6,1
369,352.78,BD+15 2940,4796.0,1,[Fe/H],K0,1.1,2.8,1
371,6807.63,BD+20 2457,4137.0,1,[Fe/H],K2 II,2.8,1.51,2
372,3963.17,BD+20 2457,4137.0,1,[Fe/H],K2 II,2.8,1.51,2
373,1334.886,BD+20 274,4296.0,1,[Fe/H],K5 III,0.8,1.99,1
375,16.3,BD+20 594,5766.0,1,[Fe/H],G,0.96,4.5,1
377,432.24663,BD+45 564,5004.0,1,[Fe/H],K1,0.81,4.22,1
378,289.2253,BD+48 738,4414.0,1,[Fe/H],K0 III,0.74,2.24,1
380,508.5,BD+49 828,4943.0,1,[Fe/H],K0,1.52,2.85,1
381,228.83645,BD+55 362,5012.0,1,[Fe/H],K3,0.91,4.09,1
383,1258.60049,BD+63 1405,5000.0,1,[Fe/H],K0,0.82,4.2,1
384,7961.6016,BD-00 4475,5040.0,1,[Fe/H],G0,0.81,4.25,1
385,8.5,BD-06 1339,4324.0,1,[Fe/H],K7/M0 V,0.7,4.74,2
386,53.0,BD-06 1339,4324.0,1,[Fe/H],K7/M0 V,0.7,4.74,2
387,14.4,BD-08 2823,4746.0,1,[Fe/H],K3 V,0.74,4.13,2
389,104.0,BD-08 2823,4746.0,1,[Fe/H],K3 V,0.74,4.13,2
393,152.55,BD-10 3166,5400.0,1,[Fe/H],K0 V,1.1,4.4,1
394,168.44,BD-11 4672,4475.0,1,[Fe/H],K7 V,0.57,4.1,2
400,1620.9,BD-17 63,4714.0,1,[Fe/H],K5 V,0.74,4.26,1
401,3.95,CD Cet,3130.0,1,[Fe/H],M5.0 V,0.16,4.93,1
406,2002.31896,COCONUTS-2 A,3406.0,1,[Fe/H],M3 V,0.37,4.83,1
411,327.35,CoRoT-1,5950.0,1,[M/H],G0 V,0.95,4.25,1
415,874.0,CoRoT-10,5075.0,1,[Fe/H],K1 V,0.89,4.65,1
419,740.51,CoRoT-11,6440.0,1,[Fe/H],F6 V,1.27,4.22,1
428,415.704,CoRoT-13,5945.0,1,[Fe/H],G0 V,1.09,4.46,1
432,2415.4,CoRoT-14,6035.0,1,[Fe/H],F9 V,1.13,4.35,1
434,170.032,CoRoT-16,5650.0,1,[M/H],G5 V,1.1,4.36,1
435,772.29,CoRoT-17,5740.0,1,[Fe/H],G2 V,1.04,4.4,1
441,1102.82,CoRoT-18,5440.0,1,[Fe/H],G9 V,0.95,4.4,1
445,352.78,CoRoT-19,6090.0,1,[Fe/H],F9 V,1.21,4.07,1
457,1347.54,CoRoT-20,5880.0,1,[Fe/H],G2 V,1.14,4.2,2
462,718.2958,CoRoT-21,6200.0,1,[Fe/H],F8 IV,1.29,3.7,1
464,12.2,CoRoT-22,5939.0,1,[Fe/H],G3 V,1.1,4.36,1
467,889.9,CoRoT-23,5900.0,1,[Fe/H],G0 V,1.14,4.3,1
468,5.7,CoRoT-24,4950.0,1,[Fe/H],K1 V,0.91,4.55,2
469,28.0,CoRoT-24,4950.0,1,[Fe/H],K1 V,0.91,4.55,2
470,85.81,CoRoT-25,6040.0,1,[Fe/H],F9,1.09,4.31,1
473,165.26,CoRoT-26,5590.0,1,[Fe/H],G5,1.09,3.99,1
474,3302.11,CoRoT-27,5900.0,1,[M/H],G2,1.05,4.4,1
477,153.82972,CoRoT-28,5150.0,1,[Fe/H],G8/9 IV,1.01,3.6,1
479,270.1555,CoRoT-29,5260.0,1,[Fe/H],K0 V,0.97,4.3,1
486,921.707,CoRoT-30,5650.0,1,[Fe/H],G3 V,0.98,4.4,1
487,266.9772,CoRoT-31,5700.0,1,[Fe/H],G2 IV,1.25,3.85,1
494,148.42,CoRoT-5,6100.0,1,[M/H],F9 V,1.0,4.19,1
496,940.74,CoRoT-6,6090.0,1,[Fe/H],F9 V,1.05,4.43,1
499,21.0,CoRoT-7,5275.0,1,[M/H],G9 V,0.93,4.5,2
507,69.92,CoRoT-8,5080.0,1,[M/H],K1 V,0.88,4.58,1
515,47.6745,CoRoTID 223977153,5970.0,1,[Fe/H],G0 VI,1.08,4.67,1
582,27.0,EPIC 211945201,6025.0,1,[Fe/H],G0,1.18,4.25,1
621,8.36,EPIC 220674823,5470.0,1,[Fe/H],G5 V,0.94,4.53,2
630,5.8,EPIC 220674823,5470.0,1,[Fe/H],G5 V,0.94,4.53,2
639,8.75,EPIC 249893012,5430.0,1,[Fe/H],G8 IV/V,1.05,3.99,3
640,14.67,EPIC 249893012,5430.0,1,[Fe/H],G8 IV/V,1.05,3.99,3
641,10.18,EPIC 249893012,5430.0,1,[Fe/H],G8 IV/V,1.05,3.99,3
643,2.5,G 264-012,3326.0,1,[Fe/H],M4.0 V,0.3,4.85,2
644,3.75,G 264-012,3326.0,1,[Fe/H],M4.0 V,0.3,4.85,2
674,8.17,GJ 1214,3250.0,1,[Fe/H],M4 V,0.18,5.03,1
680,7.4,GJ 1265,3236.0,1,[Fe/H],M4.5 V,0.18,5.09,1
682,22.7,GJ 143,4640.0,1,[Fe/H],K4.5,0.73,4.61,2
692,260.61,GJ 179,3370.0,1,[Fe/H],M3.5 V,0.36,4.83,1
702,4.0,GJ 251,3451.0,1,[Fe/H],M3.0 V,0.36,4.96,1
730,12.58,GJ 3470,3652.0,1,[Fe/H],M1.5,0.51,4.66,1
743,1.84,GJ 357,3505.0,1,[Fe/H],M2.5 V,0.34,4.94,3
745,3.4,GJ 357,3505.0,1,[Fe/H],M2.5 V,0.34,4.94,3
746,6.1,GJ 357,3505.0,1,[Fe/H],M2.5 V,0.34,4.94,3
748,0.546,GJ 367,3522.0,1,[Fe/H],M1.0 V,0.45,4.78,1
750,8.0,GJ 3779,3324.0,1,[Fe/H],M4.0 V,0.27,5.05,1
751,1.21,GJ 3929,3369.0,1,[Fe/H],M3.5 V,0.31,4.84,1
752,1.71,GJ 393,3579.0,1,[Fe/H],M2.0 V,0.43,4.88,1
753,7.14,GJ 3942,3867.0,1,[Fe/H],M0,0.63,4.65,1
754,2.47,GJ 3998,3722.0,1,[Fe/H],M1,0.5,4.77,2
755,6.26,GJ 3998,3722.0,1,[Fe/H],M1,0.5,4.77,2
756,2.69,GJ 411,3601.0,1,[Fe/H],M1.5 V,0.39,4.87,2
765,16.57,GJ 4276,3387.0,1,[Fe/H],M4.0,0.41,4.97,1
796,1271.3,GJ 504,6234.0,1,[Fe/H],G0 V,1.22,4.6,1
797,5.2,GJ 514,3728.0,1,[Fe/H],M0.5-1.0 V,0.51,4.76,1
798,5.36,GJ 536,3685.0,1,[Fe/H],M1 V,0.52,4.75,1
815,2.82,GJ 625,3499.0,1,[Fe/H],M2,0.3,4.94,1
841,9.0,GJ 685,3816.0,1,[Fe/H],M0.5,0.55,4.72,1
848,2.96,GJ 740,3913.0,1,[Fe/H],M1.0 V,0.58,4.68,1
850,203.4,GJ 832,3657.0,1,[Fe/H],M1.5,0.45,4.7,2
889,4.2,GJ 887,3688.0,1,[Fe/H],M1 V,0.49,4.78,2
890,7.6,GJ 887,3688.0,1,[Fe/H],M1 V,0.49,4.78,2
892,66.74397,GJ 9066,3154.0,1,[Fe/H],M5.0 V,0.15,5.01,2
895,9.65,GJ 9689,3836.0,1,[Fe/H],M0.5,0.59,4.69,1
896,3.69,GJ 9827,4219.0,1,[Fe/H],K6 V,0.64,4.66,3
898,3.42,GJ 9827,4269.0,1,[m/H],K5 V,0.61,4.65,3
901,2.42,GJ 9827,4269.0,1,[m/H],K5 V,0.61,4.65,3
902,1.45,GJ 9827,4219.0,1,[Fe/H],K6 V,0.64,4.66,3
906,2.35,GJ 9827,4219.0,1,[Fe/H],K6 V,0.64,4.66,3
907,5.2,GJ 9827,4269.0,1,[m/H],K5 V,0.61,4.65,3
909,6261.21962,GPX-1,7000.0,1,[Fe/H],F2,1.68,4.27,1
919,6.64,Gl 686,3654.0,1,[Fe/H],M1.0 V,0.43,4.88,1
920,7.1,Gl 686,3663.0,1,[Fe/H],M1,0.42,4.83,1
956,67.059,HAT-P-12,4650.0,1,[Fe/H],K4,0.73,4.61,1
963,271.098,HAT-P-13,5653.0,1,[Fe/H],G4,1.22,4.13,2
974,4830.8,HAT-P-13,5653.0,1,[Fe/H],G4,1.22,4.13,2
988,618.471,HAT-P-15,5568.0,1,[Fe/H],G5,1.01,4.38,1
996,169.71,HAT-P-17,5246.0,1,[Fe/H],K,0.86,4.52,2
1002,416.34,HAT-P-17,5246.0,1,[Fe/H],K,0.86,4.52,2
1006,62.61,HAT-P-18,4803.0,1,[Fe/H],K2,0.77,4.57,1
1013,92.802,HAT-P-19,4990.0,1,[Fe/H],K1,0.84,4.54,1
1033,2302.899,HAT-P-20,4595.0,1,[Fe/H],K3,0.76,4.63,1
1037,1291.289,HAT-P-21,5588.0,1,[Fe/H],G3,0.95,4.33,1
1050,664.237,HAT-P-23,5905.0,1,[Fe/H],G0,1.13,4.33,1
1064,180.202,HAT-P-25,5500.0,1,[Fe/H],G5,1.01,4.48,1
1071,18.751,HAT-P-26,5079.0,1,[Fe/H],K1,0.82,4.56,1
1080,198.953,HAT-P-28,5680.0,1,[Fe/H],G3,1.02,4.36,1
1138,588.62116,HAT-P-36,5620.0,1,[Fe/H],G5 V,1.03,4.42,1
1196,549.823,HAT-P-49,6820.0,1,[Fe/H],F,1.54,4.1,1
1198,336.89,HAT-P-5,5960.0,1,[Fe/H],G,1.16,4.37,1
1253,167.49641,HAT-P-65,5835.0,1,[Fe/H],G2,1.21,3.98,1
1255,248.86089,HAT-P-66,6002.0,1,[Fe/H],G0,1.25,3.99,1
1258,230.10892,HAT-P-68,4508.0,1,[Fe/H],K,0.68,4.62,1
1306,270.1555,HATS-11,6060.0,1,[Fe/H],G0,1.0,4.12,1
1310,756.4354,HATS-12,6408.0,1,[Fe/H],F,1.49,3.92,1
1321,689.6911,HATS-15,5311.0,1,[Fe/H],G9 V,0.87,4.45,1
1322,1039.3041,HATS-16,5738.0,1,[Fe/H],G3 V,0.97,4.24,1
1325,425.25654,HATS-17,5846.0,1,[Fe/H],G V,1.13,4.42,1
1326,629.3034,HATS-18,5600.0,1,[Fe/H],G V,1.04,4.44,1
1331,427.463,HATS-2,5227.0,1,[Fe/H],K,0.88,4.48,1
1334,870.8542,HATS-22,4803.0,1,[Fe/H],K V,0.76,4.64,1
1335,467.2101,HATS-23,5780.0,1,[Fe/H],G V,1.12,4.33,1
1336,775.5052,HATS-24,6346.0,1,[Fe/H],F V,1.21,4.38,1
1342,194.82979,HATS-25,5715.0,1,[Fe/H],G,0.99,4.35,1
1344,206.5895,HATS-26,6071.0,1,[Fe/H],F,1.3,3.94,1
1346,168.4499,HATS-27,6438.0,1,[Fe/H],F,1.42,4.11,1
1347,213.58176,HATS-28,5498.0,1,[Fe/H],G,0.93,4.48,1
1350,207.54299,HATS-29,5670.0,1,[Fe/H],G,1.03,4.39,1
1354,340.382,HATS-3,6351.0,1,[Fe/H],F,1.21,4.22,1
1372,1022.14128,HATS-36,6149.0,1,[Fe/H],G0 V,1.22,4.4,1
1379,420.471,HATS-4,5403.0,1,[Fe/H],G,1.0,4.51,1
1404,75.323,HATS-5,5304.0,1,[Fe/H],G,0.94,4.53,1
1421,101.38777,HATS-6,3724.0,1,[Fe/H],M1 V,0.57,4.68,1
1439,38.1396,HATS-7,4985.0,1,[Fe/H],K2,0.85,4.54,1
1444,117.5971,HATS-71,3405.0,1,[Fe/H],M3 V,0.49,4.77,1
1470,13.1,HD 10180,5911.0,1,[Fe/H],G1 V,1.06,4.39,6
1473,11.75,HD 10180,5911.0,1,[Fe/H],G1 V,1.06,4.39,6
1475,25.1,HD 10180,5911.0,1,[Fe/H],G1 V,1.06,4.39,6
1476,23.9,HD 10180,5911.0,1,[Fe/H],G1 V,1.06,4.39,6
1478,21.4,HD 10180,5911.0,1,[Fe/H],G1 V,1.06,4.39,6
1481,64.4,HD 10180,5911.0,1,[Fe/H],G1 V,1.06,4.39,6
1485,44.4962,HD 102117,5672.0,1,[Fe/H],G6 V,1.03,4.27,1
1489,155.10104,HD 102195,5330.0,1,[Fe/H],G8 V,0.93,4.37,1
1491,143.02,HD 102195,5291.0,1,[Fe/H],K0 V,0.87,4.45,1
1495,1875.1,HD 102272,4908.0,1,[Fe/H],K0,1.9,3.07,1
1506,197.046,HD 103720,5017.0,1,[Fe/H],K3 V,0.79,4.43,1
1508,457.67291,HD 103891,6072.0,1,[Fe/H],F9,1.28,3.79,1
1512,58.985,HD 104067,4969.0,1,[Fe/H],K2 V,0.79,4.47,1
1514,667.41,HD 10442,5034.0,1,[Fe/H],K2 IV,1.56,3.5,1
1517,2637.9,HD 104985,4877.0,1,[Fe/H],G9 III,2.3,2.85,1
1519,203.41018,HD 105779,5792.0,1,[Fe/H],G2,0.89,4.36,1
1529,12.6,HD 106315,6327.0,1,[Fe/H],F5 V,1.09,4.25,2
1536,15.2,HD 106315,6327.0,1,[Fe/H],F5 V,1.09,4.25,2
1540,298.75,HD 10647,6218.0,1,[Fe/H],F9 V,1.11,4.62,1
1584,244.72,HD 109246,5844.0,1,[Fe/H],G0 V,1.01,4.46,1
1585,17.162,HD 109271,5783.0,1,[Fe/H],G5 V,1.05,4.28,2
1586,24.154,HD 109271,5783.0,1,[Fe/H],G5 V,1.05,4.28,2
1587,950.30694,HD 109286,5694.0,1,[Fe/H],G4 V,0.98,4.44,1
1591,143.02278,HD 10975,4840.0,1,[Fe/H],K0 III,1.41,2.48,1
1594,3524.59,HD 110014,4445.0,1,[Fe/H],K2 III,2.17,2.1,1
1597,4.55,HD 110113,5732.0,1,[Fe/H],G,1.0,4.46,2
1599,10.5,HD 110113,5732.0,1,[Fe/H],G,1.0,4.46,2
1602,2161.15,HD 111232,5494.0,1,[Fe/H],G5 V,0.78,4.5,1
1604,1433.4133,HD 111998,6557.0,1,[Fe/H],F5 V,1.18,4.19,1
1605,1589.15,HD 112640,4155.0,1,[Fe/H],K0 III,1.8,1.7,1
1606,899.42,HD 113337,6576.6,1,[Fe/H],F6 V,1.4,4.21,1
1608,114.41,HD 113538,4462.0,1,[Fe/H],K9 V,0.58,3.79,2
1609,85.81,HD 113538,4685.0,1,[Fe/H],K9 V,0.7,4.28,2
1610,295.57,HD 113538,4462.0,1,[Fe/H],K9 V,0.58,3.79,2
1611,225.65,HD 113538,4685.0,1,[Fe/H],K9 V,0.7,4.28,2
1615,152.55,HD 114613,5729.0,1,[Fe/H],G4 IV,1.36,3.97,1
1631,1506.45,HD 11506,6058.0,1,[Fe/H],G0 V,1.19,4.32,2
1632,1338.01,HD 11506,6055.0,1,[Fe/H],G0 V,1.24,4.3,2
1636,114.41,HD 11506,6055.0,1,[Fe/H],G0 V,1.24,4.3,2
1639,2634.79749,HD 115954,5957.0,1,[Fe/H],G0 V,1.18,4.15,1
1649,2065.895,HD 11755,4312.5,1,[Fe/H],G5,0.9,1.67,1
1655,677.0,HD 118203,5600.0,1,[Fe/H],K0,1.23,3.87,1
1666,1430.2,HD 120084,4892.0,1,[Fe/H],G7 III,2.39,2.71,1
1669,238.37131,HD 124330,5873.0,1,[Fe/H],G4 IV,1.15,4.24,1
1670,947.1334,HD 12484,5920.0,1,[Fe/H],F8,1.01,4.65,1
1672,13.134,HD 125595,4908.0,1,[Fe/H],K4 V,0.76,4.32,1
1682,921.707,HD 12648,4835.8,1,[Fe/H],G5,1.2,2.18,1
1709,282.8687,HD 128356,4875.0,1,[Fe/H],K3 V,0.65,4.52,1
1730,10.1,HD 134060,5966.0,1,[Fe/H],G3 IV,1.09,4.43,2
1731,29.29,HD 134060,5966.0,1,[Fe/H],G3 IV,1.09,4.43,2
1741,4.81,HD 136352,5664.0,1,[Fe/H],G4 V,0.81,4.39,3
1742,10.8,HD 136352,5664.0,1,[Fe/H],G4 V,0.81,4.39,3
1745,8.58,HD 136352,5664.0,1,[Fe/H],G4 V,0.81,4.39,3
1753,4.04,HD 137496,5799.0,1,[Fe/H],G,1.04,4.05,2
1754,2434.5656,HD 137496,5799.0,1,[Fe/H],G,1.04,4.05,2
1757,274.91,HD 13908,6255.0,1,[Fe/H],F8 V,1.29,4.11,2
1758,1630.4,HD 13908,6255.0,1,[Fe/H],F8 V,1.29,4.11,2
1769,2479.0,HD 14067,4815.0,1,[Fe/H],G9 III,2.4,2.61,1
1772,143.34133,HD 141399,5600.0,1,[Fe/H],K0,1.07,4.28,4
1775,422.7139,HD 141399,5600.0,1,[Fe/H],K0,1.07,4.28,4
1777,375.0394,HD 141399,5600.0,1,[Fe/H],K0,1.07,4.28,4
1780,209.7678,HD 141399,5600.0,1,[Fe/H],K0,1.07,4.28,4
1784,3080.0,HD 141937,5925.0,1,[Fe/H],G2/G3 V,1.1,4.62,1
1796,384.5743,HD 143105,6380.0,1,[Fe/H],F5,1.51,4.37,1
1800,1106.0484,HD 143361,5505.0,1,[Fe/H],G6 V,0.95,4.42,1
1809,6.44,HD 1461,5765.0,1,[Fe/H],G0 V,1.02,4.38,2
